id	name	description	synonyms	organism
ENSG00000135318	NT5E	5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021]	["5'-nucleotidase ecto", "CALJA", "CD73", "E5NT", "ENTREZ:4907", "HGNC:8021", "MIM:129190", "NM_001204813", "NM_002526", "NP_001191742", "NP_002517", "NT", "NT5", "NT5E", "NTE", "eN", "eNT"]	NCBI:txid9606
ENSG00000135341	MAP3K7	mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]	["CSCF", "ENTREZ:6885", "FMD2", "HGNC:6859", "MAP3K7", "MEKK7", "MIM:602614", "NM_003188", "NM_145331", "NM_145332", "NM_145333", "NP_003179", "NP_663304", "NP_663305", "NP_663306", "TAK1", "TGF1a", "XM_006715553", "XM_017011226", "XP_006715616", "XP_016866715", "mitogen-activated protein kinase kinase kinase 7"]	NCBI:txid9606
ENSG00000135365	PHF21A	PHD finger protein 21A [Source:HGNC Symbol;Acc:HGNC:24156]	["BHC80", "BM-006", "ENTREZ:51317", "HGNC:24156", "IDDBCS", "MIM:608325", "NEDMS", "NM_001101802", "NM_001352025", "NM_001352026", "NM_001352027", "NM_001352028", "NM_001352029", "NM_001352030", "NM_001352031", "NM_001352032", "NM_016621", "NP_001095272", "NP_001338954", "NP_001338955", "NP_001338956", "NP_001338957", "NP_001338958", "NP_001338959", "NP_001338960", "NP_001338961", "NP_057705", "NR_147890", "NR_165446", "PHD finger protein 21A", "PHF21A", "XM_005252965", "XM_011520157", "XM_011520158", "XM_011520160", "XM_011520161", "XM_011520162", "XM_011520164", "XM_011520165", "XM_011520166", "XM_011520167", "XM_011520168", "XM_011520174", "XM_011520175", "XM_011520179", "XM_017017885", "XM_017017886", "XM_017017887", "XM_017017888", "XM_017017889", "XM_017017890", "XM_017017891", "XM_017017892", "XM_017017893", "XM_017017894", "XM_017017895", "XM_017017896", "XM_017017897", "XM_017017898", "XM_017017899", "XM_017017900", "XM_017017901", "XM_017017902", "XM_017017905", "XM_017017906", "XM_017017907", "XM_017017908", "XM_024448574", "XM_024448575", "XM_024448576", "XM_024448577", "XM_024448578", "XP_005253022", "XP_011518459", "XP_011518460", "XP_011518462", "XP_011518463", "XP_011518464", "XP_011518466", "XP_011518467", "XP_011518468", "XP_011518469", "XP_011518470", "XP_011518476", "XP_011518477", "XP_011518481", "XP_016873374", "XP_016873375", "XP_016873376", "XP_016873377", "XP_016873378", "XP_016873379", "XP_016873380", "XP_016873381", "XP_016873382", "XP_016873383", "XP_016873384", "XP_016873385", "XP_016873386", "XP_016873387", "XP_016873388", "XP_016873389", "XP_016873390", "XP_016873391", "XP_016873394", "XP_016873395", "XP_016873396", "XP_016873397", "XP_024304342", "XP_024304343", "XP_024304344", "XP_024304345", "XP_024304346", "XR_001747900"]	NCBI:txid9606
ENSG00000135406	PRPH	peripherin [Source:HGNC Symbol;Acc:HGNC:9461]	["ENTREZ:5630", "HGNC:9461", "MIM:170710", "NEF4", "NM_006262", "NP_006253", "PRPH", "PRPH1", "XM_005269025", "XP_005269082", "XR_944623", "peripherin"]	NCBI:txid9606
ENSG00000135407	AVIL	advillin [Source:HGNC Symbol;Acc:HGNC:14188]	["ADVIL", "AVIL", "DOC6", "ENTREZ:10677", "HGNC:14188", "MIM:613397", "NM_006576", "NPHS21", "NP_006567", "XM_017018710", "XM_017018711", "XM_017018712", "XM_017018713", "XM_017018714", "XM_017018715", "XM_024448800", "XP_016874199", "XP_016874200", "XP_016874201", "XP_016874202", "XP_016874203", "XP_016874204", "XP_024304568", "advillin", "p92"]	NCBI:txid9606
ENSG00000135409	AMHR2	anti-Mullerian hormone receptor type 2 [Source:HGNC Symbol;Acc:HGNC:465]	["AMHR", "AMHR2", "ENTREZ:269", "HGNC:465", "MIM:600956", "MISR2", "MISRII", "MRII", "NM_001164690", "NM_001164691", "NM_020547", "NP_001158162", "NP_001158163", "NP_065434", "XM_011538173", "XM_011538174", "XM_011538176", "XM_011538178", "XM_011538179", "XM_011538180", "XM_011538181", "XM_011538183", "XM_011538184", "XM_011538185", "XM_011538186", "XM_017019179", "XM_024448938", "XP_011536475", "XP_011536476", "XP_011536478", "XP_011536480", "XP_011536481", "XP_011536482", "XP_011536483", "XP_011536485", "XP_011536486", "XP_011536487", "XP_011536488", "XP_016874668", "XP_024304706", "XR_002957309", "XR_002957310", "XR_002957311", "XR_002957312", "anti-Mullerian hormone receptor type 2"]	NCBI:txid9606
ENSG00000135424	ITGA7	integrin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:6143]	["ENTREZ:3679", "HGNC:6143", "ITGA7", "MIM:600536", "NM_001144996", "NM_001144997", "NM_001367993", "NM_001367994", "NM_001374465", "NM_002206", "NP_001138468", "NP_001138469", "NP_001354922", "NP_001354923", "NP_001361394", "NP_002197", "XM_005268839", "XM_005268840", "XM_005268841", "XM_005268844", "XM_005268846", "XM_005268848", "XM_005268849", "XM_005268850", "XM_017019265", "XP_005268896", "XP_005268897", "XP_005268898", "XP_005268901", "XP_005268903", "XP_005268905", "XP_005268906", "XP_005268907", "XP_016874754", "integrin subunit alpha 7"]	NCBI:txid9606
ENSG00000135439	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]	["AGAP2", "ArfGAP with GTPase domain", "ankyrin repeat and PH domain 2", "CENTG1", "ENTREZ:116986", "GGAP2", "HGNC:16921", "MIM:605476", "NM_001122772", "NM_014770", "NP_001116244", "NP_055585", "PIKE", "XM_005268625", "XM_005268626", "XM_017018772", "XP_005268682", "XP_005268683", "XP_016874261"]	NCBI:txid9606
ENSG00000135443	KRT85	keratin 85 [Source:HGNC Symbol;Acc:HGNC:6462]	["ECTD4", "ENTREZ:3891", "HB5", "HGNC:6462", "Hb-5", "K85", "KRT85", "KRTHB5", "MIM:602767", "NM_001300810", "NM_002283", "NP_001287739", "NP_002274", "hHb5", "keratin 85"]	NCBI:txid9606
ENSG00000135446	CDK4	cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]	["CDK4", "CMM3", "ENTREZ:1019", "HGNC:1773", "MIM:123829", "NM_000075", "NM_052984", "NP_000066", "PSK-J3", "cyclin dependent kinase 4"]	NCBI:txid9606
ENSG00000135454	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]	["B4GALNT1", "ENTREZ:2583", "GALGT", "GALNACT", "GalNAc-T", "HGNC:4117", "MIM:601873", "NM_001276468", "NM_001276469", "NM_001478", "NP_001263397", "NP_001263398", "NP_001469", "SPG26", "XM_005268773", "XM_011538147", "XM_017019140", "XM_017019141", "XM_017019142", "XM_024448928", "XM_024448929", "XP_005268830", "XP_011536449", "XP_016874629", "XP_016874630", "XP_016874631", "XP_024304696", "XP_024304697", "XR_002957307", "beta-1", "4-N-acetyl-galactosaminyltransferase 1"]	NCBI:txid9606
ENSG00000135469	COQ10A	coenzyme Q10A [Source:HGNC Symbol;Acc:HGNC:26515]	["COQ10A", "ENTREZ:93058", "HGNC:26515", "NM_001099337", "NM_144576", "NP_001092807", "NP_653177", "coenzyme Q10A"]	NCBI:txid9606
ENSG00000135480	KRT7	keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445]	["CK7", "ENTREZ:3855", "HGNC:6445", "K2C7", "K7", "KRT7", "MIM:148059", "NM_005556", "NP_005547", "SCL", "XM_011538325", "XM_017019294", "XP_011536627", "XP_016874783", "XR_001748699", "XR_001748700", "keratin 7"]	NCBI:txid9606
ENSG00000135486	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]	["ALS19", "ALS20", "ENTREZ:3178", "HGNC:5031", "HNRNPA1", "HNRPA1", "HNRPA1L3", "IBMPFD3", "MIM:164017", "NM_002136", "NM_031157", "NP_002127", "NP_112420", "NR_135167", "UP 1", "heterogeneous nuclear ribonucleoprotein A1", "hnRNP A1", "hnRNP-A1"]	NCBI:txid9606
ENSG00000135540	NHSL1	NHS like 1 [Source:HGNC Symbol;Acc:HGNC:21021]	["C6orf63", "ENTREZ:57224", "HGNC:21021", "NHS like 1", "NHSL1", "NM_001144060", "NM_020464", "NP_001137532", "NP_065197", "XM_005267062", "XM_011535966", "XM_011535967", "XM_011535968", "XM_011535969", "XM_011535970", "XM_011535971", "XM_011535972", "XM_011535973", "XM_011535974", "XM_011535976", "XM_017011086", "XM_017011087", "XM_017011088", "XM_017011089", "XM_024446497", "XP_005267119", "XP_011534268", "XP_011534269", "XP_011534270", "XP_011534271", "XP_011534272", "XP_011534273", "XP_011534274", "XP_011534275", "XP_011534276", "XP_011534278", "XP_016866575", "XP_016866576", "XP_016866577", "XP_016866578", "XP_024302265"]	NCBI:txid9606
ENSG00000135541	AHI1	Abelson helper integration site 1 [Source:HGNC Symbol;Acc:HGNC:21575]	["AHI-1", "AHI1", "Abelson helper integration site 1", "ENTREZ:54806", "HGNC:21575", "JBTS3", "MIM:608894", "NM_001134830", "NM_001134831", "NM_001134832", "NM_001350503", "NM_001350504", "NM_017651", "NP_001128302", "NP_001128303", "NP_001128304", "NP_001337432", "NP_001337433", "NP_060121", "ORF1", "XM_011535910", "XM_011535911", "XM_017010978", "XM_017010979", "XM_017010980", "XM_017010981", "XM_017010984", "XM_024446479", "XM_024446480", "XP_011534212", "XP_011534213", "XP_016866467", "XP_016866468", "XP_016866469", "XP_016866470", "XP_016866473", "XP_024302247", "XP_024302248", "XR_001743479", "XR_001743480", "XR_001743481", "XR_001743482", "XR_001743483", "XR_001743484", "XR_001743485", "XR_001743486", "XR_001743487", "XR_001743488", "XR_001743489", "XR_001743490", "XR_002956286", "XR_002956287", "dJ71N10.1"]	NCBI:txid9606
ENSG00000135547	HEY2	hes related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:HGNC:4881]	["CHF1", "ENTREZ:23493", "GRIDLOCK", "GRL", "HERP1", "HESR2", "HEY2", "HGNC:4881", "HRT2", "MIM:604674", "NM_012259", "NP_036391", "XM_017010627", "XM_017010628", "XM_017010629", "XP_016866116", "XP_016866117", "XP_016866118", "bHLHb32", "hes related family bHLH transcription factor with YRPW motif 2"]	NCBI:txid9606
ENSG00000135597	REPS1	RALBP1 associated Eps domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15578]	["ENTREZ:85021", "HGNC:15578", "MIM:614825", "NBIA7", "NM_001128617", "NM_001286611", "NM_001286612", "NM_031922", "NP_001122089", "NP_001273540", "NP_001273541", "NP_114128", "RALBP1 associated Eps domain containing 1", "RALBP1", "REPS1", "XM_005267177", "XM_005267178", "XM_005267179", "XM_011536202", "XM_017011387", "XM_017011388", "XM_017011389", "XP_005267234", "XP_005267235", "XP_005267236", "XP_011534504", "XP_016866876", "XP_016866877", "XP_016866878"]	NCBI:txid9606
ENSG00000135604	STX11	syntaxin 11 [Source:HGNC Symbol;Acc:HGNC:11429]	["ENTREZ:8676", "FHL4", "HGNC:11429", "HLH4", "HPLH4", "MIM:605014", "NM_003764", "NP_003755", "STX11", "XM_011536213", "XM_011536214", "XM_011536217", "XM_011536218", "XM_017011400", "XP_011534515", "XP_011534516", "XP_011534519", "XP_011534520", "XP_016866889", "XR_001743702", "XR_942613", "syntaxin 11"]	NCBI:txid9606
ENSG00000135622	SEMA4F	ssemaphorin 4F [Source:HGNC Symbol;Acc:HGNC:10734]	["ENTREZ:10505", "HGNC:10734", "M-SEMA", "MIM:603706", "NM_001271661", "NM_001271662", "NM_004263", "NP_001258590", "NP_001258591", "NP_004254", "NR_073398", "NR_073399", "PRO2353", "S4F", "SEMA4F", "SEMAM", "SEMAW", "XM_011532475", "XM_011532476", "XM_011532477", "XM_017003172", "XM_017003173", "XM_017003174", "XP_011530777", "XP_011530778", "XP_011530779", "XP_016858661", "XP_016858662", "XP_016858663", "XR_001738588", "XR_001738589", "XR_001738590", "XR_939650", "m-Sema-M", "ssemaphorin 4F"]	NCBI:txid9606
ENSG00000135624	CCT7	chaperonin containing TCP1 subunit 7 [Source:HGNC Symbol;Acc:HGNC:1622]	["CCT7", "CCTETA", "CCTH", "ENTREZ:10574", "HGNC:1622", "MIM:605140", "NIP7-1", "NM_001009570", "NM_001166284", "NM_001166285", "NM_006429", "NP_001009570", "NP_001159756", "NP_001159757", "NP_006420", "NR_029402", "NR_029403", "TCP1ETA", "XM_011532478", "XM_011532479", "XP_011530780", "XP_011530781", "chaperonin containing TCP1 subunit 7"]	NCBI:txid9606
ENSG00000135636	DYSF	dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]	["DYSF", "ENTREZ:8291", "FER1L1", "HGNC:3097", "LGMD2B", "LGMDR2", "MIM:603009", "MMD1", "NM_001130455", "NM_001130976", "NM_001130977", "NM_001130978", "NM_001130979", "NM_001130980", "NM_001130981", "NM_001130982", "NM_001130983", "NM_001130984", "NM_001130985", "NM_001130986", "NM_001130987", "NM_003494", "NP_001123927", "NP_001124448", "NP_001124449", "NP_001124450", "NP_001124451", "NP_001124452", "NP_001124453", "NP_001124454", "NP_001124455", "NP_001124456", "NP_001124457", "NP_001124458", "NP_001124459", "NP_003485", "XM_005264584", "XM_005264585", "XP_005264641", "XP_005264642", "XR_001738969", "dysferlin"]	NCBI:txid9606
ENSG00000135638	EMX1	empty spiracles homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3340]	["EMX1", "ENTREZ:2016", "HGNC:3340", "MIM:600034", "NM_001040404", "NM_004097", "NP_004088", "XM_005264203", "XM_011532697", "XP_005264260", "XP_011530999", "empty spiracles homeobox 1"]	NCBI:txid9606
ENSG00000135677	GNS	glucosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4422]	["ENTREZ:2799", "G6S", "GNS", "HGNC:4422", "MIM:607664", "NM_002076", "NP_002067", "glucosamine (N-acetyl)-6-sulfatase"]	NCBI:txid9606
ENSG00000135679	MDM2	MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]	["ACTFS", "ENTREZ:4193", "HDMX", "HGNC:6973", "LSKB", "MDM2 proto-oncogene", "MDM2", "MIM:164785", "NM_001145336", "NM_001145337", "NM_001145339", "NM_001145340", "NM_001278462", "NM_001367990", "NM_002392", "NM_006878", "NM_006879", "NM_006880", "NM_006881", "NM_006882", "NM_032739", "NP_001138809", "NP_001138811", "NP_001138812", "NP_001265391", "NP_001354919", "NP_002383", "XM_006719399", "XM_006719400", "XP_006719462", "XP_006719463", "hdm2"]	NCBI:txid9606
ENSG00000135698	MPHOSPH6	M-phase phosphoprotein 6 [Source:HGNC Symbol;Acc:HGNC:7214]	["ENTREZ:10200", "HGNC:7214", "M-phase phosphoprotein 6", "MIM:605500", "MPHOSPH6", "MPP", "MPP-6", "MPP6", "NM_005792", "NP_005783", "XM_011522808", "XP_011521110"]	NCBI:txid9606
ENSG00000135775	COG2	component of oligomeric golgi complex 2 [Source:HGNC Symbol;Acc:HGNC:6546]	["CDG2Q", "COG2", "ENTREZ:22796", "HGNC:6546", "LDLC", "MIM:606974", "NM_001145036", "NM_007357", "NP_001138508", "NP_031383", "component of oligomeric golgi complex 2"]	NCBI:txid9606
ENSG00000135862	LAMC1	laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]	["ENTREZ:3915", "HGNC:6492", "LAMB2", "LAMC1", "MIM:150290", "NM_002293", "NP_002284", "laminin subunit gamma 1"]	NCBI:txid9606
ENSG00000135898	GPR55	G protein-coupled receptor 55 [Source:HGNC Symbol;Acc:HGNC:4511]	["ENTREZ:9290", "G protein-coupled receptor 55", "GPR55", "HGNC:4511", "LPIR1", "MIM:604107", "NM_005683", "NP_005674", "XM_005246952", "XM_011512175", "XM_011512176", "XP_005247009", "XP_011510477", "XP_011510478"]	NCBI:txid9606
ENSG00000135899	SP110	SP110 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:5401]	["ENTREZ:3431", "HGNC:5401", "IFI41", "IFI75", "IPR1", "MIM:604457", "NM_001185015", "NM_001378442", "NM_001378443", "NM_001378444", "NM_001378445", "NM_001378446", "NM_001378447", "NM_004509", "NM_004510", "NM_080424", "NP_001171944", "NP_001365371", "NP_001365372", "NP_001365373", "NP_001365374", "NP_001365375", "NP_001365376", "NP_004500", "NP_004501", "NP_536349", "SP110 nuclear body protein", "SP110", "VODI", "XM_011511090", "XM_011511091", "XM_011511092", "XM_017003968", "XM_017003969", "XM_024452850", "XP_011509392", "XP_011509393", "XP_011509394", "XP_016859457", "XP_016859458", "XP_024308618"]	NCBI:txid9606
ENSG00000135900	MRPL44	mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650]	["COXPD16", "ENTREZ:65080", "HGNC:16650", "L44MT", "MIM:611849", "MRP-L44", "MRPL44", "NM_022915", "NP_075066", "XM_011511668", "XP_011509970", "mitochondrial ribosomal protein L44"]	NCBI:txid9606
ENSG00000135902	CHRND	cholinergic receptor nicotinic delta subunit [Source:HGNC Symbol;Acc:HGNC:1965]	["ACHRD", "CHRND", "CMS2A", "CMS3A", "CMS3B", "CMS3C", "ENTREZ:1144", "FCCMS", "HGNC:1965", "MIM:100720", "NM_000751", "NM_001256657", "NM_001311195", "NM_001311196", "NP_000742", "NP_001243586", "NP_001298124", "NP_001298125", "SCCMS", "XM_011510524", "XP_011508826", "cholinergic receptor nicotinic delta subunit"]	NCBI:txid9606
ENSG00000135905	DOCK10	dedicator of cytokinesis 10 [Source:HGNC Symbol;Acc:HGNC:23479]	["DOCK10", "DRIP2", "ENTREZ:55619", "HGNC:23479", "MIM:611518", "NM_001290263", "NM_001363762", "NM_014689", "NM_017718", "NP_001277192", "NP_001350691", "NP_055504", "Nbla10300", "XM_006712617", "XM_017004441", "XM_017004442", "XM_017004443", "XM_017004444", "XM_017004445", "XM_017004446", "XM_017004447", "XP_006712680", "XP_016859930", "XP_016859931", "XP_016859932", "XP_016859933", "XP_016859934", "XP_016859935", "XP_016859936", "ZIZ3", "dedicator of cytokinesis 10"]	NCBI:txid9606
ENSG00000135912	TTLL4	tubulin tyrosine ligase like 4 [Source:HGNC Symbol;Acc:HGNC:28976]	["ENTREZ:9654", "HGNC:28976", "MIM:618738", "NM_014640", "NP_055455", "TTLL4", "XM_006712875", "XM_017005387", "XM_017005388", "XM_017005389", "XM_017005390", "XM_017005391", "XM_017005392", "XP_006712938", "XP_016860876", "XP_016860877", "XP_016860878", "XP_016860879", "XP_016860880", "XP_016860881", "XR_923069", "tubulin tyrosine ligase like 4"]	NCBI:txid9606
ENSG00000135914	HTR2B	5-hydroxytryptamine receptor 2B [Source:HGNC Symbol;Acc:HGNC:5294]	["5-HT(2B)", "5-HT-2B", "5-HT2B", "5-hydroxytryptamine receptor 2B", "ENTREZ:3357", "HGNC:5294", "HTR2B", "MIM:601122", "NM_000867", "NM_001320758", "NP_000858", "NP_001307687", "XM_005246520", "XM_006712482", "XP_005246577", "XP_006712545"]	NCBI:txid9606
ENSG00000135917	SLC19A3	solute carrier family 19 member 3 [Source:HGNC Symbol;Acc:HGNC:16266]	["BBGD", "ENTREZ:80704", "HGNC:16266", "MIM:606152", "NM_001371411", "NM_001371412", "NM_001371413", "NM_001371414", "NM_025243", "NP_001358340", "NP_001358341", "NP_001358342", "NP_001358343", "NP_079519", "SLC19A3", "THMD2", "THTR2", "XM_011511933", "XM_017005030", "XM_017005031", "XM_017005032", "XM_017005033", "XM_017005034", "XP_011510235", "XP_016860519", "XP_016860520", "XP_016860521", "XP_016860522", "XP_016860523", "solute carrier family 19 member 3", "thTr-2"]	NCBI:txid9606
ENSG00000135925	WNT10A	Wnt family member 10A [Source:HGNC Symbol;Acc:HGNC:13829]	["ENTREZ:80326", "HGNC:13829", "MIM:606268", "NM_025216", "NP_079492", "OODD", "SSPS", "STHAG4", "WNT10A", "Wnt family member 10A", "XM_011511929", "XM_011511930", "XP_011510231", "XP_011510232"]	NCBI:txid9606
ENSG00000135929	CYP27A1	cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605]	["CP27", "CTX", "CYP27", "CYP27A1", "ENTREZ:1593", "HGNC:2605", "MIM:606530", "NM_000784", "NP_000775", "XM_017003488", "XP_016858977", "cytochrome P450 family 27 subfamily A member 1"]	NCBI:txid9606
ENSG00000135930	EIF4E2	eukaryotic translation initiation factor 4E family member 2 [Source:HGNC Symbol;Acc:HGNC:3293]	["4E-LP", "4EHP", "EIF4E2", "EIF4EL3", "ENTREZ:9470", "HGNC:3293", "IF4e", "MIM:605895", "NM_001276336", "NM_001276337", "NM_001282958", "NM_001330201", "NM_001330202", "NM_001330203", "NM_004846", "NP_001263265", "NP_001263266", "NP_001269887", "NP_001317130", "NP_001317131", "NP_001317132", "NP_004837", "eukaryotic translation initiation factor 4E family member 2", "h4EHP"]	NCBI:txid9606
ENSG00000135931	ARMC9	armadillo repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:20730]	["ARM", "ARMC9", "ENTREZ:80210", "HGNC:20730", "JBTS30", "KU-MEL-1", "MIM:617612", "NM_001271466", "NM_001291656", "NM_001352754", "NM_001352755", "NM_001352756", "NM_001352757", "NM_001352758", "NM_001352759", "NM_025139", "NP_001258395", "NP_001278585", "NP_001339683", "NP_001339684", "NP_001339685", "NP_001339686", "NP_001339687", "NP_001339688", "NP_079415", "NR_148040", "NS21", "XM_011511905", "XM_011511906", "XM_011511907", "XM_011511908", "XM_011511909", "XM_011511910", "XM_011511912", "XM_011511913", "XM_011511914", "XM_011511915", "XM_011511916", "XM_011511919", "XM_017005021", "XM_017005022", "XM_017005024", "XM_017005025", "XP_011510207", "XP_011510208", "XP_011510209", "XP_011510210", "XP_011510211", "XP_011510212", "XP_011510214", "XP_011510215", "XP_011510216", "XP_011510217", "XP_011510218", "XP_011510221", "XP_016860510", "XP_016860511", "XP_016860513", "XP_016860514", "XR_923031", "armadillo repeat containing 9"]	NCBI:txid9606
ENSG00000135951	TSGA10	testis specific 10 [Source:HGNC Symbol;Acc:HGNC:14927]	["CEP4L", "CT79", "ENTREZ:80705", "HGNC:14927", "MIM:607166", "NM_001349012", "NM_001349013", "NM_001349014", "NM_025244", "NM_182911", "NP_001335941", "NP_001335942", "NP_001335943", "NP_079520", "NP_878915", "NR_146001", "NR_146053", "NR_146054", "NR_146055", "SPGF26", "TSGA10", "XM_005264023", "XM_005264024", "XM_005264025", "XM_005264026", "XM_005264027", "XM_005264029", "XM_006712781", "XM_011511934", "XM_011511935", "XM_011511937", "XM_011511939", "XM_011511941", "XM_011511942", "XM_017005035", "XM_017005036", "XM_017005037", "XM_017005038", "XM_017005039", "XM_017005040", "XM_017005041", "XM_017005042", "XM_017005043", "XM_017005044", "XM_017005045", "XM_017005046", "XM_017005047", "XM_017005048", "XM_024453158", "XM_024453159", "XM_024453160", "XM_024453161", "XP_005264080", "XP_005264081", "XP_005264082", "XP_005264083", "XP_005264084", "XP_005264086", "XP_006712844", "XP_011510236", "XP_011510237", "XP_011510239", "XP_011510241", "XP_011510243", "XP_011510244", "XP_016860524", "XP_016860525", "XP_016860526", "XP_016860527", "XP_016860528", "XP_016860529", "XP_016860530", "XP_016860531", "XP_016860532", "XP_016860533", "XP_016860534", "XP_016860535", "XP_016860536", "XP_016860537", "XP_024308926", "XP_024308927", "XP_024308928", "XP_024308929", "testis specific 10"]	NCBI:txid9606
ENSG00000135956	TMEM127	transmembrane protein 127 [Source:HGNC Symbol;Acc:HGNC:26038]	["ENTREZ:55654", "HGNC:26038", "MIM:613403", "NM_001193304", "NM_017849", "NM_032218", "NP_001180233", "NP_060319", "TMEM127", "XM_017004450", "XM_017004452", "XP_016859939", "XP_016859941", "transmembrane protein 127"]	NCBI:txid9606
ENSG00000135960	EDAR	ectodysplasin A receptor [Source:HGNC Symbol;Acc:HGNC:2895]	["DL", "ECTD10A", "ECTD10B", "ED1R", "ED3", "ED5", "EDA-A1R", "EDA1R", "EDA3", "EDAR", "ENTREZ:10913", "HGNC:2895", "HRM1", "MIM:604095", "NM_022336", "NP_071731", "XM_006712204", "XM_011510502", "XM_011510503", "XP_006712267", "XP_011508804", "XP_011508805", "ectodysplasin A receptor"]	NCBI:txid9606
ENSG00000136003	ISCU	iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:HGNC:29882]	["2310020H20Rik", "ENTREZ:23479", "HGNC:29882", "HML", "ISCU", "ISU2", "MIM:611911", "NIFU", "NIFUN", "NM_001301140", "NM_001301141", "NM_001320042", "NM_014301", "NM_213595", "NP_001288069", "NP_001288070", "NP_001306971", "NP_055116", "NP_998760", "NR_135127", "XM_011538100", "XM_011538101", "XP_011536402", "XP_011536403", "hnifU", "iron-sulfur cluster assembly enzyme"]	NCBI:txid9606
ENSG00000136068	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	["ABP-278", "ABP-280", "AOI", "ENTREZ:2317", "FH1", "FLN-B", "FLN1L", "FLNB", "HGNC:3755", "LRS1", "MIM:603381", "NM_001164317", "NM_001164318", "NM_001164319", "NM_001457", "NP_001157789", "NP_001157790", "NP_001157791", "NP_001448", "SCT", "TABP", "TAP", "filamin B"]	NCBI:txid9606
ENSG00000136104	RNASEH2B	ribonuclease H2 subunit B [Source:HGNC Symbol;Acc:HGNC:25671]	["AGS2", "DLEU8", "ENTREZ:79621", "HGNC:25671", "MIM:610326", "NM_001142279", "NM_024570", "NP_001135751", "NP_078846", "RNASEH2B", "XM_006719867", "XM_011535229", "XM_011535230", "XM_011535231", "XM_011535233", "XM_017020747", "XP_006719930", "XP_011533531", "XP_011533532", "XP_011533533", "XP_011533535", "XP_016876236", "ribonuclease H2 subunit B"]	NCBI:txid9606
ENSG00000136114	THSD1	thrombospondin type 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17754]	["ANIB12", "ENTREZ:55901", "HGNC:17754", "MIM:616821", "NM_018676", "NM_199263", "NP_061146", "NP_954872", "THSD1", "TMTSP", "UNQ3010", "thrombospondin type 1 domain containing 1"]	NCBI:txid9606
ENSG00000136143	SUCLA2	succinate-CoA ligase ADP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11448]	["A-BETA", "A-SCS", "ENTREZ:8803", "HGNC:11448", "LINC00444", "MIM:603921", "MTDPS5", "NM_003850", "NP_003841", "SCS-betaA", "SUCLA2", "succinate-CoA ligase ADP-forming subunit beta"]	NCBI:txid9606
ENSG00000136146	MED4	mediator complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:17903]	["ARC36", "DRIP36", "ENTREZ:29079", "HGNC:17903", "HSPC126", "MED4", "MIM:605718", "NM_001270629", "NM_014166", "NP_001257558", "NP_054885", "TRAP36", "VDRIP", "XM_017020549", "XP_016876038", "mediator complex subunit 4"]	NCBI:txid9606
ENSG00000136156	ITM2B	integral membrane protein 2B [Source:HGNC Symbol;Acc:HGNC:6174]	["ABRI", "BRI", "BRI2", "BRICD2B", "E25B", "E3-16", "ENTREZ:9445", "FBD", "HGNC:6174", "ITM2B", "MIM:603904", "NM_021999", "NP_068839", "RDGCA", "imBRI2", "integral membrane protein 2B"]	NCBI:txid9606
ENSG00000136158	SPRY2	sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]	["ENTREZ:10253", "HGNC:11270", "IGAN3", "MIM:602466", "NM_001318536", "NM_001318537", "NM_001318538", "NM_005842", "NP_001305465", "NP_001305466", "NP_001305467", "NP_005833", "SPRY2", "hSPRY2", "sprouty RTK signaling antagonist 2"]	NCBI:txid9606
